Source,Target,Weight,Timestamp
1626,22,1,12
1626,35,2,15
1626,38,1,14
1626,57,1,14
1626,132,1,5
1626,180,1,14
1626,211,1,4
1626,301,1,15
1626,516,2,12
1626,596,1,15
